timestamp,memory_pct,label,hour,minute,time_of_day,day_of_week,is_weekend,roll_mean_1h,roll_std_1h,roll_mean_24h,diff_1,diff_6,hour_mean,hour_std,dev_from_hour,zscore_hour,zscore_1h,zscore_24h,diff_24,diff_48,diff_96
2025-02-01 00:00:00,39.57,0,0,0,0.0,5,1,39.57,0.0,39.57,0.0,0.0,40.04754491017964,4.082231770169421,-0.4775449101796383,-0.11698133201360046,0.0,0.0,0.0,0.0,0.0
2025-02-01 00:05:00,42.59,0,0,5,0.0833333333333333,5,1,41.08,2.1354624791833783,41.08,3.020000000000003,0.0,40.04754491017964,4.082231770169421,2.542455089820365,0.6228100784909716,0.7071067808554224,0.7071067808554224,0.0,0.0,0.0
2025-02-01 00:10:00,38.42,0,0,10,0.1666666666666666,5,1,40.193333333333335,2.1537486699550947,40.193333333333335,-4.170000000000002,0.0,40.04754491017964,4.082231770169421,-1.6275449101796369,-0.3986899817090494,-0.8233705990155928,-0.8233705990155928,0.0,0.0,0.0
2025-02-01 00:15:00,42.72,0,0,15,0.25,5,1,40.825,2.1652790428333555,40.825,4.299999999999997,0.0,40.04754491017964,4.082231770169421,2.6724550898203603,0.6546554041087169,0.8751758834026009,0.8751758834026009,0.0,0.0,0.0
2025-02-01 00:20:00,36.76,0,0,20,0.3333333333333333,5,1,40.012,2.6117369699110218,40.012,-5.960000000000001,0.0,40.04754491017964,4.082231770169421,-3.2875449101796406,-0.805330293443351,-1.2451483576715787,-1.2451483576715787,0.0,0.0,0.0
2025-02-01 00:25:00,38.2,0,0,25,0.4166666666666667,5,1,39.71,2.450338752091229,39.71,1.4400000000000048,0.0,40.04754491017964,4.082231770169421,-1.8475449101796357,-0.4525820712160047,-0.6162413250392644,-0.6162413250392644,0.0,0.0,0.0
2025-02-01 00:30:00,42.21,0,0,30,0.5,5,1,40.06714285714286,2.428234710550818,40.06714285714286,4.009999999999998,2.640000000000001,40.04754491017964,4.082231770169421,2.1624550898203623,0.5297237420698659,0.882475294774359,0.882475294774359,0.0,0.0,0.0
2025-02-01 00:35:00,46.17,0,0,35,0.5833333333333334,5,1,40.83,3.1160231064611845,40.83,3.960000000000001,3.5799999999999983,40.04754491017964,4.082231770169421,6.122455089820363,1.4997813531950654,1.7137228498766908,1.7137228498766908,0.0,0.0,0.0
2025-02-01 00:40:00,43.7,0,0,40,0.6666666666666666,5,1,41.14888888888889,3.0677534306249457,41.14888888888889,-2.469999999999999,5.280000000000001,40.04754491017964,4.082231770169421,3.6524550898203643,0.8947201664578833,0.8315893594355217,0.8315893594355217,0.0,0.0,0.0
2025-02-01 00:45:00,40.18,0,0,45,0.75,5,1,41.052,2.9084887255526155,41.052,-3.520000000000003,-2.539999999999999,40.04754491017964,4.082231770169421,0.13245508982036114,0.03244673434659425,-0.29981206117087733,-0.29981206117087733,0.0,0.0,0.0
